user_id,edad,sexo,estado,nivel_educativo,ocupacion,ingreso_mensual_mxn,antiguedad_dias,es_hey_pro,nomina_domiciliada,canal_apertura,score_buro,dias_desde_ultimo_login,preferencia_canal,satisfaccion_1_10,recibe_remesas,usa_hey_shop,idioma_preferido,tiene_seguro,num_productos_activos,patron_uso_atipico,num_no_procesadas,saldo,num_transacciones,categoria,categoria_salud,cluster_dominante,cluster_label_dominante,num_clusters_distintos,seg_0,seg_1,seg_2,seg_3,seg_4,seg_5,seg_6,seg_7,seg_8,seg_9,seg_10,seg_11,seg_12,seg_13,seg_14,hc_cluster
USR-00062,25.0,H,Baja California,Preparatoria,Empleado,10000.0,205.0,0,0,Fan Shop,520.0,10.0,app_huawei,4.0,0,0,es_MX,1,3.0,0,6.0,-27077.98999999999,58.0,Débito + Crédito,Endeudamiento Alto,6,Problemas técnicos y operacionales en transacciones,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
USR-00063,35.0,H,Ciudad de México,Licenciatura,Independiente,57500.0,277.0,1,0,App,686.0,1.0,app_ios,7.0,0,1,es_MX,0,4.0,0,3.0,294784.97000000003,83.0,Usuario Integral,Capacidad de Endeudamiento,2,Reposición y renovación de tarjeta física,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
USR-00064,29.0,M,Jalisco,Licenciatura,Empleado,14000.0,1466.0,0,0,App,345.0,10.0,app_ios,7.0,0,0,es_MX,0,1.0,1,4.0,44762.439999999995,34.0,Solo Débito,Sin Información,6,Problemas técnicos y operacionales en transacciones,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
USR-00065,18.0,M,Jalisco,Preparatoria,Estudiante,9000.0,584.0,1,0,App,639.0,0.0,app_ios,9.0,0,0,es_MX,0,2.0,0,3.0,-1230.020000000004,65.0,Débito + Crédito,Endeudamiento Medio,5,Créditos personales y diferimientos,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
USR-00066,34.0,H,Desconocido,Secundaria,Empleado,17000.0,429.0,0,1,App,744.0,16.0,app_android,8.0,0,0,es_MX,0,3.0,0,0.0,107982.39,51.0,Usuario Integral,Endeudamiento Medio,6,Aumentar límite de transferencias,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
USR-00067,40.0,M,Otros,Preparatoria,Empleado,12500.0,956.0,0,1,Fan Shop,444.0,18.0,app_ios,6.0,0,0,es_MX,0,1.0,0,2.0,-5295.760000000002,40.0,Solo Débito,Sin Información,2,Problemas técnicos y operacionales en transacciones,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
USR-00068,54.0,H,Nuevo León,Licenciatura,Empleado,37000.0,942.0,0,1,App,582.0,16.0,app_ios,7.0,0,0,es_MX,1,3.0,0,0.0,-23721.199999999997,52.0,Usuario Integral,Bajo Endeudamiento,5,Créditos personales y diferimientos,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
USR-00069,49.0,H,Otros,Posgrado,Empresario,45000.0,1120.0,0,0,App,640.0,14.0,app_ios,7.0,0,0,es_MX,0,3.0,0,1.0,-110837.24,85.0,Solo Débito,Bajo Endeudamiento,5,Créditos personales y diferimientos,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
USR-00070,48.0,M,Sonora,Preparatoria,Empleado,19000.0,1495.0,1,0,App,550.0,2.0,app_ios,6.0,0,0,es_MX,0,2.0,0,7.0,-75007.5,61.0,Débito + Crédito,Endeudamiento Alto,6,Problemas técnicos y operacionales en transacciones,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
USR-00071,19.0,H,Chihuahua,Preparatoria,Estudiante,16500.0,672.0,0,0,Fan Shop,597.0,3.0,app_ios,8.0,0,1,es_MX,0,1.0,0,0.0,-56694.85,76.0,Solo Débito,Sin Información,6,Problemas técnicos y operacionales en transacciones,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
USR-00072,43.0,H,Jalisco,Licenciatura,Empleado,19500.0,1018.0,1,1,Fan Shop,579.0,15.0,app_ios,9.0,0,0,es_MX,0,2.0,0,0.0,-51915.01000000001,60.0,Otros,Endeudamiento Medio,5,Consulta y gestión de estado de cuenta,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
USR-00073,53.0,H,Ciudad de México,Posgrado,Empleado,46000.0,1230.0,1,0,App,584.0,9.0,app_android,10.0,0,0,es_MX,1,4.0,0,2.0,208957.36,62.0,Débito + Crédito,Capacidad de Endeudamiento,6,Problemas técnicos y operacionales en transacciones,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
USR-00074,34.0,M,Guanajuato,Preparatoria,Estudiante,5500.0,1806.0,0,0,Fan Shop,670.0,163.0,app_huawei,6.0,0,0,es_MX,0,1.0,0,0.0,26585.66,14.0,Solo Débito,Sin Información,2,Reposición y renovación de tarjeta física,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
USR-00075,38.0,H,Ciudad de México,Licenciatura,Empresario,42000.0,1415.0,0,0,App,676.0,12.0,app_android,6.0,0,0,es_MX,0,3.0,0,3.0,-157944.05,63.0,Solo Débito,Sin Información,6,Problemas técnicos y operacionales en transacciones,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
USR-00076,20.0,M,Guanajuato,Preparatoria,Empleado,14500.0,422.0,1,0,App,555.0,2.0,app_android,8.0,0,1,es_MX,0,3.0,0,7.0,-35750.45,90.0,Débito + Crédito,Endeudamiento Medio,11,Transferencia no recibida o rechazada,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
USR-00077,55.0,M,Jalisco,Preparatoria,Empleado,11000.0,1426.0,1,1,App,713.0,6.0,app_android,10.0,0,0,es_MX,0,3.0,0,1.0,20518.820000000007,47.0,Usuario Integral,Capacidad de Endeudamiento,2,Créditos personales y diferimientos,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
USR-00078,30.0,M,Nuevo León,Licenciatura,Empresario,95000.0,907.0,1,0,Fan Shop,802.0,9.0,app_android,8.0,0,0,es_MX,0,3.0,0,3.0,-76299.08000000002,83.0,Solo Débito,Sin Información,2,Reposición y renovación de tarjeta física,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
USR-00079,39.0,M,Guanajuato,Licenciatura,Desempleado,14000.0,1594.0,0,0,Fan Shop,464.0,38.0,app_huawei,4.0,0,0,es_MX,0,1.0,0,0.0,18613.18,7.0,Solo Débito,Sin Información,6,Problemas técnicos y operacionales en transacciones,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
USR-00080,45.0,H,Nuevo León,Preparatoria,Empleado,13500.0,1112.0,0,0,App,470.0,12.0,app_android,7.0,1,0,es_MX,0,1.0,0,5.0,-52674.19,63.0,Solo Débito,Sin Información,14,Aumentar límite de transferencias,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
