user_id,edad,sexo,estado,ciudad,nivel_educativo,ocupacion,ingreso_mensual_mxn,antiguedad_dias,es_hey_pro,nomina_domiciliada,canal_apertura,score_buro,dias_desde_ultimo_login,preferencia_canal,satisfaccion_1_10,recibe_remesas,usa_hey_shop,idioma_preferido,tiene_seguro,num_productos_activos,patron_uso_atipico,num_no_procesadas,saldo,num_transacciones,categoria,categoria_salud,cluster_dominante,cluster_label_dominante,num_clusters_distintos,seg_0,seg_1,seg_2,seg_3,seg_4,seg_5,seg_6,seg_7,seg_8,seg_9,seg_10,seg_11,seg_12,seg_13,seg_14,cubierto_por_trigger,n_triggers_aplicables,next_best_action,next_best_action_label,next_best_action_message,next_best_action_tipo
USR-00024,32,M,Guanajuato,Celaya,Preparatoria,Empleado,51000,656,True,False,Fan Shop,656,11,app_ios,9.0,False,False,es_MX,True,5,False,1.0,278351.73,45,Usuario Integral,Capacidad de Endeudamiento,3,Cotización de crédito automotriz,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,,,,
USR-00025,44,H,Otros,Villahermosa,Licenciatura,Empleado,14000,229,False,True,App,533,12,app_android,8.0,False,False,es_MX,True,3,False,1.0,125405.9,65,Usuario Integral,Bajo Endeudamiento,0,Solicitar número de atención al cliente,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,1,T4_solicita_escalacion,Cliente pide escalación humana,"👤 Te conectamos directamente con un asesor humano. Sin esperas, sin menús.",experiencia
USR-00026,26,M,Guanajuato,León,Preparatoria,Empleado,22500,212,True,False,App,770,3,app_android,8.0,False,False,es_MX,False,2,True,0.0,-89507.59,82,Débito + Crédito,Endeudamiento Medio,6,Problemas técnicos y operacionales en transacciones,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,0,,,,
USR-00027,18,H,Tamaulipas,Reynosa,Preparatoria,Estudiante,23000,1773,False,False,App,769,3,app_ios,7.0,False,True,es_MX,False,1,False,4.0,39643.06,63,Solo Débito,Sin Información,13,Consulta y gestión de estado de cuenta,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,0,,,,
USR-00028,31,H,Oaxaca,Tuxtepec,Posgrado,Empresario,28000,757,True,False,Fan Shop,564,0,app_android,,False,False,es_MX,False,2,False,2.0,-40893.2,66,Débito + Crédito,Endeudamiento Medio,6,Problemas técnicos y operacionales en transacciones,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,0,,,,
USR-00029,54,H,,,Licenciatura,Independiente,85000,332,False,False,App,584,11,app_android,10.0,False,False,es_MX,False,4,False,1.0,-167292.83000000002,53,Débito + Crédito,Bajo Endeudamiento,6,Problemas técnicos y operacionales en transacciones,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,0,,,,
USR-00030,27,SE,Ciudad de México,CDMX - Cuauhtémoc,Licenciatura,Empresario,17500,1205,True,False,App,622,1,app_ios,8.0,False,True,es_MX,False,2,False,1.0,-69863.21,71,Solo Débito,Sin Información,2,Reposición y renovación de tarjeta física,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,,,,
USR-00031,37,M,Ciudad de México,CDMX - Miguel Hidalgo,Posgrado,Empleado,24000,1069,False,False,App,329,15,app_ios,5.0,True,True,es_MX,False,1,False,9.0,-73508.79999999999,50,Solo Débito,Sin Información,1,Aclaración de cargos no reconocidos,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,False,0,,,,
USR-00032,33,M,Ciudad de México,CDMX - Miguel Hidalgo,Licenciatura,Empleado,21500,1052,False,False,Fan Shop,833,5,app_ios,10.0,False,False,es_MX,True,3,False,1.0,220964.8,83,Débito + Crédito,Bajo Endeudamiento,5,Créditos personales y diferimientos,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,0,,,,
USR-00033,25,M,Tamaulipas,Reynosa,Preparatoria,Empresario,15500,1310,False,False,App,422,13,app_ios,5.0,False,False,es_MX,False,2,False,4.0,-31380.94,39,Débito + Crédito,Endeudamiento Alto,2,Reposición y renovación de tarjeta física,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,False,0,,,,
USR-00034,43,H,Otros,Cuernavaca,Preparatoria,Empleado,34000,1019,True,False,App,755,5,app_android,7.0,False,True,es_MX,True,2,False,4.0,348263.77999999997,84,Solo Débito,Sin Información,9,Consulta sobre cambio de CLABE interbancaria,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,0,,,,
USR-00035,32,M,Otros,Durango,Preparatoria,Empleado,15000,165,True,False,App,752,1,app_huawei,10.0,False,True,es_MX,False,3,False,3.0,399270.97,74,Débito + Crédito,Bajo Endeudamiento,2,Reposición y renovación de tarjeta física,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,,,,
USR-00036,31,M,Veracruz,Coatzacoalcos,Preparatoria,Empleado,13500,820,False,True,App,690,8,app_ios,,False,False,es_MX,False,4,False,0.0,-60427.490000000005,32,Usuario Integral,Bajo Endeudamiento,6,Problemas técnicos y operacionales en transacciones,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,False,0,,,,
USR-00037,28,H,Coahuila,Saltillo,Posgrado,Empleado,15000,1370,False,False,App,760,1,app_android,10.0,False,False,es_MX,False,1,False,2.0,-80222.27,61,Solo Débito,Sin Información,3,Cotización de crédito automotriz,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,1,T1_lead_credito_auto,Lead crediticio: auto,🚗 ¡Tu auto está más cerca de lo que crees! Tienes pre-aprobación para tu crédito automotriz. Cotiza con un click y conoce tu mensualidad.,cross_sell
USR-00038,47,H,,,Licenciatura,Empleado,34500,1229,True,True,App,755,4,app_ios,9.0,False,False,es_MX,False,3,False,0.0,18033.570000000007,59,Débito + Crédito,Bajo Endeudamiento,1,Aclaración de cargos no reconocidos,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False,0,,,,
USR-00039,55,M,Sinaloa,Los Mochis,Licenciatura,Independiente,27500,313,False,False,App,626,90,app_huawei,6.0,False,False,es_MX,False,0,False,0.0,26424.92,10,,,6,Problemas técnicos y operacionales en transacciones,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,0,,,,
USR-00040,59,M,Nuevo León,García,Preparatoria,Empleado,33000,876,False,False,App,703,6,app_ios,10.0,False,False,es_MX,False,2,False,1.0,225585.17,58,Solo Débito,Sin Información,2,Reposición y renovación de tarjeta física,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,,,,
USR-00041,50,M,Ciudad de México,CDMX - Benito Juárez,Licenciatura,Empleado,19000,843,True,True,App,615,11,app_android,8.0,False,False,es_MX,False,2,False,0.0,51759.25,39,Débito + Crédito,Bajo Endeudamiento,6,Problemas técnicos y operacionales en transacciones,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,0,,,,
USR-00042,34,M,Veracruz,Córdoba,Preparatoria,Empleado,18000,1625,False,True,App,412,15,app_ios,3.0,False,False,es_MX,False,2,False,6.0,-42188.69,62,Débito + Crédito,Endeudamiento Alto,5,Créditos personales y diferimientos,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True,1,T2_stress_credito,Stress crediticio resoluble,💡 Sabemos que cada peso cuenta. Te ofrecemos consolidar tu deuda en un crédito personal con tasa preferente. Calcula tu ahorro mensual.,retencion
USR-00043,33,H,Baja California,Ensenada,Licenciatura,Empresario,89000,1221,True,False,App,696,11,app_android,10.0,False,False,es_MX,True,3,False,3.0,-134988.83000000002,86,Solo Débito,Sin Información,6,Problemas técnicos y operacionales en transacciones,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,False,0,,,,
USR-00044,25,H,Nuevo León,García,Secundaria,Independiente,28000,1589,True,False,App,692,3,app_android,7.0,False,True,es_MX,True,2,False,3.0,-20594.11,80,Débito + Crédito,Endeudamiento Medio,2,Reposición y renovación de tarjeta física,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,,,,
USR-00045,52,M,Estado de México,Ecatepec,Licenciatura,Empleado,12500,482,False,True,App,715,138,app_huawei,4.0,False,False,es_MX,False,1,False,0.0,1452.8599999999997,10,Solo Débito,Sin Información,1,Aclaración de cargos no reconocidos,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,,,,
USR-00046,32,H,Baja California,Ensenada,Preparatoria,Empleado,19500,1669,True,False,App,642,0,app_ios,9.0,False,False,en_US,False,3,False,2.0,-4436.809999999998,69,Débito + Crédito,Capacidad de Endeudamiento,6,Problemas técnicos y operacionales en transacciones,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,False,0,,,,
USR-00047,39,H,Ciudad de México,CDMX - Benito Juárez,Licenciatura,Empleado,19500,1142,False,True,App,675,14,app_ios,10.0,False,False,en_US,False,4,False,4.0,-19372.820000000007,50,Usuario Integral,Bajo Endeudamiento,2,Problemas técnicos y operacionales en transacciones,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,True,1,T3_friccion_operacional,Fricción operacional,🛠️ Notamos que has tenido transacciones con problemas. Un asesor puede ayudarte a resolverlas en menos de 5 minutos. ¿Te llamamos ahora?,retencion
USR-00048,45,H,Ciudad de México,CDMX - Benito Juárez,Licenciatura,Independiente,55000,1049,False,False,Fan Shop,694,5,app_huawei,7.0,False,False,es_MX,True,4,False,1.0,361571.0,40,Débito + Crédito,Capacidad de Endeudamiento,6,Problemas técnicos y operacionales en transacciones,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,0,,,,
USR-00049,24,M,Ciudad de México,CDMX - Tlalpan,Posgrado,Empleado,12000,1444,True,False,App,452,3,app_android,9.0,False,False,es_MX,False,1,False,3.0,-137550.22999999998,89,Solo Débito,Sin Información,3,Cotización de crédito automotriz,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,1,T1_lead_credito_auto,Lead crediticio: auto,🚗 ¡Tu auto está más cerca de lo que crees! Tienes pre-aprobación para tu crédito automotriz. Cotiza con un click y conoce tu mensualidad.,cross_sell
USR-00050,53,M,Ciudad de México,CDMX - Coyoacán,Posgrado,Independiente,83000,1447,True,False,Fan Shop,762,9,app_android,7.0,False,True,es_MX,False,4,False,6.0,-66213.06,83,Solo Débito,Bajo Endeudamiento,6,Problemas técnicos y operacionales en transacciones,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,1,T3_friccion_operacional,Fricción operacional,🛠️ Notamos que has tenido transacciones con problemas. Un asesor puede ayudarte a resolverlas en menos de 5 minutos. ¿Te llamamos ahora?,retencion
USR-00051,40,M,Ciudad de México,CDMX - Tlalpan,Licenciatura,Empresario,20000,1007,True,False,App,617,10,app_android,,True,False,es_MX,True,2,False,1.0,-136991.94,48,Solo Débito,Sin Información,11,Transferencia no recibida o rechazada,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,False,0,,,,
USR-00052,56,M,Ciudad de México,CDMX - Coyoacán,Licenciatura,Estudiante,34000,1008,False,False,App,629,157,app_ios,,True,False,es_MX,False,1,False,0.0,13108.43,14,Otros,Sin Información,2,Reposición y renovación de tarjeta física,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,,,,
USR-00053,57,H,Sinaloa,Culiacán,Preparatoria,Empleado,9500,1109,True,False,App,576,166,app_huawei,7.0,False,False,es_MX,False,0,True,0.0,-44542.53,11,,,5,Créditos personales y diferimientos,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,0,,,,
USR-00054,37,H,Jalisco,Puerto Vallarta,Licenciatura,Empleado,23000,1154,False,True,App,665,4,app_huawei,6.0,False,False,es_MX,False,3,False,0.0,5756.380000000005,36,Débito + Crédito,Bajo Endeudamiento,6,Problemas técnicos y operacionales en transacciones,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,0,,,,
USR-00055,37,M,Chihuahua,Chihuahua,Licenciatura,Empleado,49500,258,True,False,App,850,2,app_ios,,False,True,es_MX,True,4,False,2.0,126418.33000000002,70,Usuario Integral,Bajo Endeudamiento,13,Consulta y gestión de estado de cuenta,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,0,,,,
USR-00056,30,M,Jalisco,San Pedro Tlaquepaque,Licenciatura,Independiente,17500,457,True,False,Fan Shop,693,3,app_android,9.0,False,False,es_MX,True,2,False,2.0,-79201.58000000002,84,Débito + Crédito,Bajo Endeudamiento,13,Consulta y gestión de estado de cuenta,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,False,0,,,,
USR-00057,56,H,,,Licenciatura,Empleado,29000,1012,False,False,Fan Shop,599,5,app_huawei,9.0,False,False,es_MX,False,4,True,1.0,11013.26000000001,40,Débito + Crédito,Capacidad de Endeudamiento,2,Reposición y renovación de tarjeta física,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,,,,
USR-00058,40,M,Ciudad de México,CDMX - Miguel Hidalgo,Posgrado,Empleado,20500,1475,False,False,App,450,4,app_android,7.0,False,False,es_MX,False,2,False,5.0,-48358.95,40,Débito + Crédito,Endeudamiento Alto,2,Reposición y renovación de tarjeta física,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,,,,
USR-00059,22,H,Tamaulipas,Ciudad Victoria,Licenciatura,Independiente,32500,180,False,False,App,507,80,app_ios,5.0,False,False,es_MX,False,0,False,0.0,-33707.38,9,,,0,Solicitar número de atención al cliente,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1,T4_solicita_escalacion,Cliente pide escalación humana,"👤 Te conectamos directamente con un asesor humano. Sin esperas, sin menús.",experiencia
USR-00060,41,H,Tamaulipas,Tampico,Preparatoria,Empresario,66000,1759,True,False,App,530,10,app_android,7.0,False,False,es_MX,False,3,False,2.0,-186513.5,81,Débito + Crédito,Bajo Endeudamiento,6,Problemas técnicos y operacionales en transacciones,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,0,,,,
USR-00061,30,M,Estado de México,Toluca,Licenciatura,Independiente,49000,384,False,False,App,761,13,app_ios,9.0,False,False,es_MX,False,1,True,3.0,-214350.29,74,Otros,Sin Información,5,Créditos personales y diferimientos,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,0,,,,
USR-00062,25,H,Baja California,Tijuana,Preparatoria,Empleado,10000,205,False,False,Fan Shop,520,10,app_huawei,4.0,False,False,es_MX,True,3,False,6.0,-27077.98999999999,58,Débito + Crédito,Endeudamiento Alto,6,Problemas técnicos y operacionales en transacciones,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,True,1,T3_friccion_operacional,Fricción operacional,🛠️ Notamos que has tenido transacciones con problemas. Un asesor puede ayudarte a resolverlas en menos de 5 minutos. ¿Te llamamos ahora?,retencion
USR-00063,35,H,Ciudad de México,CDMX - Cuauhtémoc,Licenciatura,Independiente,57500,277,True,False,App,686,1,app_ios,7.0,False,True,es_MX,False,4,False,3.0,294784.97000000003,83,Usuario Integral,Capacidad de Endeudamiento,2,Reposición y renovación de tarjeta física,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,,,,
USR-00064,29,M,Jalisco,Tlaquepaque,Licenciatura,Empleado,14000,1466,False,False,App,345,10,app_ios,7.0,False,False,es_MX,False,1,True,4.0,44762.439999999995,34,Solo Débito,Sin Información,6,Problemas técnicos y operacionales en transacciones,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,1,T3_friccion_operacional,Fricción operacional,🛠️ Notamos que has tenido transacciones con problemas. Un asesor puede ayudarte a resolverlas en menos de 5 minutos. ¿Te llamamos ahora?,retencion
USR-00065,18,M,Jalisco,Tlaquepaque,Preparatoria,Estudiante,9000,584,True,False,App,639,0,app_ios,9.0,False,False,es_MX,False,2,False,3.0,-1230.020000000004,65,Débito + Crédito,Endeudamiento Medio,5,Créditos personales y diferimientos,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,0,,,,
USR-00066,34,H,,,Secundaria,Empleado,17000,429,False,True,App,744,16,app_android,,False,False,es_MX,False,3,False,0.0,107982.39,51,Usuario Integral,Endeudamiento Medio,6,Aumentar límite de transferencias,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,False,0,,,,
USR-00067,40,M,Otros,Campeche,Preparatoria,Empleado,12500,956,False,True,Fan Shop,444,18,app_ios,6.0,False,False,es_MX,False,1,False,2.0,-5295.760000000002,40,Solo Débito,Sin Información,2,Problemas técnicos y operacionales en transacciones,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,False,0,,,,
USR-00068,54,H,Nuevo León,San Nicolás de los Garza,Licenciatura,Empleado,37000,942,False,True,App,582,16,app_ios,7.0,False,False,es_MX,True,3,False,0.0,-23721.199999999997,52,Usuario Integral,Bajo Endeudamiento,5,Créditos personales y diferimientos,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,0,,,,
USR-00069,49,H,Otros,Durango,Posgrado,Empresario,45000,1120,False,False,App,640,14,app_ios,7.0,False,False,es_MX,False,3,False,1.0,-110837.24,85,Solo Débito,Bajo Endeudamiento,5,Créditos personales y diferimientos,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,0,,,,
USR-00070,48,M,Sonora,Ciudad Obregón,Preparatoria,Empleado,19000,1495,True,False,App,550,2,app_ios,6.0,False,False,es_MX,False,2,False,7.0,-75007.5,61,Débito + Crédito,Endeudamiento Alto,6,Problemas técnicos y operacionales en transacciones,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,1,T3_friccion_operacional,Fricción operacional,🛠️ Notamos que has tenido transacciones con problemas. Un asesor puede ayudarte a resolverlas en menos de 5 minutos. ¿Te llamamos ahora?,retencion
USR-00071,19,H,Chihuahua,Ciudad Juárez,Preparatoria,Estudiante,16500,672,False,False,Fan Shop,597,3,app_ios,8.0,False,True,es_MX,False,1,False,0.0,-56694.85,76,Solo Débito,Sin Información,6,Problemas técnicos y operacionales en transacciones,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,0,,,,
USR-00072,43,H,Jalisco,Tlaquepaque,Licenciatura,Empleado,19500,1018,True,True,Fan Shop,579,15,app_ios,9.0,False,False,es_MX,False,2,False,0.0,-51915.01000000001,60,Otros,Endeudamiento Medio,5,Consulta y gestión de estado de cuenta,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,False,0,,,,
