user_id,edad,sexo,estado,ciudad,nivel_educativo,ocupacion,ingreso_mensual_mxn,antiguedad_dias,es_hey_pro,nomina_domiciliada,canal_apertura,score_buro,dias_desde_ultimo_login,preferencia_canal,satisfaccion_1_10,recibe_remesas,usa_hey_shop,idioma_preferido,tiene_seguro,num_productos_activos,patron_uso_atipico,num_no_procesadas,saldo,num_transacciones,categoria,categoria_salud,cluster_dominante,cluster_label_dominante,num_clusters_distintos,seg_0,seg_1,seg_2,seg_3,seg_4,seg_5,seg_6,seg_7,seg_8,seg_9,seg_10,seg_11,seg_12,seg_13,seg_14,cluster,cluster_label,pca_x,pca_y
USR-00046,32,H,Baja California,Ensenada,Preparatoria,Empleado,19500,1669,True,False,App,642,0,app_ios,9.0,False,False,en_US,False,3,False,2.0,-4436.809999999998,69,Débito + Crédito,Capacidad de Endeudamiento,6,Problemas técnicos y operacionales en transacciones,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Jóvenes Digital-First,-1.3176347551150982,-0.275084841038384
USR-00047,39,H,Ciudad de México,CDMX - Benito Juárez,Licenciatura,Empleado,19500,1142,False,True,App,675,14,app_ios,10.0,False,False,en_US,False,4,False,4.0,-19372.820000000007,50,Usuario Integral,Bajo Endeudamiento,2,Problemas técnicos y operacionales en transacciones,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,Nómina Establecida,-0.27500972025783965,-0.040084798379147996
USR-00048,45,H,Ciudad de México,CDMX - Benito Juárez,Licenciatura,Independiente,55000,1049,False,False,Fan Shop,694,5,app_huawei,7.0,False,False,es_MX,True,4,False,1.0,361571.0,40,Débito + Crédito,Capacidad de Endeudamiento,6,Problemas técnicos y operacionales en transacciones,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,Premium Patrimonial,-0.7704514638970292,3.3721278259999825
USR-00049,24,M,Ciudad de México,CDMX - Tlalpan,Posgrado,Empleado,12000,1444,True,False,App,452,3,app_android,9.0,False,False,es_MX,False,1,False,3.0,-137550.22999999998,89,Solo Débito,Sin Información,3,Cotización de crédito automotriz,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Jóvenes Digital-First,-0.9598805009705837,-2.0356510790366937
USR-00050,53,M,Ciudad de México,CDMX - Coyoacán,Posgrado,Independiente,83000,1447,True,False,Fan Shop,762,9,app_android,7.0,False,True,es_MX,False,4,False,6.0,-66213.06,83,Solo Débito,Bajo Endeudamiento,6,Problemas técnicos y operacionales en transacciones,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,Power User Crediticio,-1.4241344625488217,0.15615470392739733
USR-00051,40,M,Ciudad de México,CDMX - Tlalpan,Licenciatura,Empresario,20000,1007,True,False,App,617,10,app_android,,True,False,es_MX,True,2,False,1.0,-136991.94,48,Solo Débito,Sin Información,11,Transferencia no recibida o rechazada,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Jóvenes Digital-First,-0.08748044279354522,-1.1263879842599702
USR-00052,56,M,Ciudad de México,CDMX - Coyoacán,Licenciatura,Estudiante,34000,1008,False,False,App,629,157,app_ios,,True,False,es_MX,False,1,False,0.0,13108.43,14,Otros,Sin Información,2,Reposición y renovación de tarjeta física,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Dormidos en Riesgo,4.561362415838097,0.8789298909437496
USR-00053,57,H,Sinaloa,Culiacán,Preparatoria,Empleado,9500,1109,True,False,App,576,166,app_huawei,7.0,False,False,es_MX,False,0,True,0.0,-44542.53,11,,,5,Créditos personales y diferimientos,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Dormidos en Riesgo,4.867218328983055,0.06257435228777258
USR-00054,37,H,Jalisco,Puerto Vallarta,Licenciatura,Empleado,23000,1154,False,True,App,665,4,app_huawei,6.0,False,False,es_MX,False,3,False,0.0,5756.380000000005,36,Débito + Crédito,Bajo Endeudamiento,6,Problemas técnicos y operacionales en transacciones,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,Nómina Establecida,-0.3714827730608956,0.059182299405560856
USR-00055,37,M,Chihuahua,Chihuahua,Licenciatura,Empleado,49500,258,True,False,App,850,2,app_ios,,False,True,es_MX,True,4,False,2.0,126418.33000000002,70,Usuario Integral,Bajo Endeudamiento,13,Consulta y gestión de estado de cuenta,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,Premium Patrimonial,-1.6652721915637934,1.5519510474333784
USR-00056,30,M,Jalisco,San Pedro Tlaquepaque,Licenciatura,Independiente,17500,457,True,False,Fan Shop,693,3,app_android,9.0,False,False,es_MX,True,2,False,2.0,-79201.58000000002,84,Débito + Crédito,Bajo Endeudamiento,13,Consulta y gestión de estado de cuenta,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Jóvenes Digital-First,-1.2857933248636315,-0.8333648722332023
USR-00057,56,H,,,Licenciatura,Empleado,29000,1012,False,False,Fan Shop,599,5,app_huawei,9.0,False,False,es_MX,False,4,True,1.0,11013.26000000001,40,Débito + Crédito,Capacidad de Endeudamiento,2,Reposición y renovación de tarjeta física,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,Nómina Establecida,-0.49433301786857375,0.34995847824252135
USR-00058,40,M,Ciudad de México,CDMX - Miguel Hidalgo,Posgrado,Empleado,20500,1475,False,False,App,450,4,app_android,7.0,False,False,es_MX,False,2,False,5.0,-48358.95,40,Débito + Crédito,Endeudamiento Alto,2,Reposición y renovación de tarjeta física,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,Vulnerables Frustrados,-0.2486063305119351,-1.02451325579477
USR-00059,22,H,Tamaulipas,Ciudad Victoria,Licenciatura,Independiente,32500,180,False,False,App,507,80,app_ios,5.0,False,False,es_MX,False,0,False,0.0,-33707.38,9,,,0,Solicitar número de atención al cliente,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dormidos en Riesgo,4.8810702160171555,-0.20329476359833032
USR-00060,41,H,Tamaulipas,Tampico,Preparatoria,Empresario,66000,1759,True,False,App,530,10,app_android,7.0,False,False,es_MX,False,3,False,2.0,-186513.5,81,Débito + Crédito,Bajo Endeudamiento,6,Problemas técnicos y operacionales en transacciones,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,Power User Crediticio,-0.881130040631628,-1.2319156092546346
USR-00061,30,M,Estado de México,Toluca,Licenciatura,Independiente,49000,384,False,False,App,761,13,app_ios,9.0,False,False,es_MX,False,1,True,3.0,-214350.29,74,Otros,Sin Información,5,Créditos personales y diferimientos,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,Power User Crediticio,-0.449174980027822,-1.6572404831717256
USR-00062,25,H,Baja California,Tijuana,Preparatoria,Empleado,10000,205,False,False,Fan Shop,520,10,app_huawei,4.0,False,False,es_MX,True,3,False,6.0,-27077.98999999999,58,Débito + Crédito,Endeudamiento Alto,6,Problemas técnicos y operacionales en transacciones,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,Vulnerables Frustrados,-0.0772152997146327,-1.0912199916221834
USR-00063,35,H,Ciudad de México,CDMX - Cuauhtémoc,Licenciatura,Independiente,57500,277,True,False,App,686,1,app_ios,7.0,False,True,es_MX,False,4,False,3.0,294784.97000000003,83,Usuario Integral,Capacidad de Endeudamiento,2,Reposición y renovación de tarjeta física,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,Premium Patrimonial,-1.7790765390634853,2.4555794380123532
USR-00064,29,M,Jalisco,Tlaquepaque,Licenciatura,Empleado,14000,1466,False,False,App,345,10,app_ios,7.0,False,False,es_MX,False,1,True,4.0,44762.439999999995,34,Solo Débito,Sin Información,6,Problemas técnicos y operacionales en transacciones,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,Vulnerables Frustrados,0.45161401829922715,-0.6119088557997663
USR-00065,18,M,Jalisco,Tlaquepaque,Preparatoria,Estudiante,9000,584,True,False,App,639,0,app_ios,9.0,False,False,es_MX,False,2,False,3.0,-1230.020000000004,65,Débito + Crédito,Endeudamiento Medio,5,Créditos personales y diferimientos,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Jóvenes Digital-First,-1.188131835747294,-0.685123165096278
USR-00066,34,H,,,Secundaria,Empleado,17000,429,False,True,App,744,16,app_android,,False,False,es_MX,False,3,False,0.0,107982.39,51,Usuario Integral,Endeudamiento Medio,6,Aumentar límite de transferencias,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3,Nómina Establecida,0.11169664557384251,0.9400748487975045
USR-00067,40,M,Otros,Campeche,Preparatoria,Empleado,12500,956,False,True,Fan Shop,444,18,app_ios,6.0,False,False,es_MX,False,1,False,2.0,-5295.760000000002,40,Solo Débito,Sin Información,2,Problemas técnicos y operacionales en transacciones,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,Vulnerables Frustrados,0.9806264078542193,-0.6164724504578889
USR-00068,54,H,Nuevo León,San Nicolás de los Garza,Licenciatura,Empleado,37000,942,False,True,App,582,16,app_ios,7.0,False,False,es_MX,True,3,False,0.0,-23721.199999999997,52,Usuario Integral,Bajo Endeudamiento,5,Créditos personales y diferimientos,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,Nómina Establecida,0.1931415797444233,0.24073208795379886
USR-00069,49,H,Otros,Durango,Posgrado,Empresario,45000,1120,False,False,App,640,14,app_ios,7.0,False,False,es_MX,False,3,False,1.0,-110837.24,85,Solo Débito,Bajo Endeudamiento,5,Créditos personales y diferimientos,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,Power User Crediticio,-0.40608892707573563,-0.6698785740798909
USR-00070,48,M,Sonora,Ciudad Obregón,Preparatoria,Empleado,19000,1495,True,False,App,550,2,app_ios,6.0,False,False,es_MX,False,2,False,7.0,-75007.5,61,Débito + Crédito,Endeudamiento Alto,6,Problemas técnicos y operacionales en transacciones,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,Vulnerables Frustrados,-0.7699859901394663,-1.2133285006542263
